Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Cardiomyocytes_S_Vascular.endothelial.cells	1.6453210596838055e-07	8.246575893549324e-08	0.023012899592677983
Epicardial.fat.cells	1.3205669220581423e-07	1.3611729673213323e-07	0.16598129379212734
ELF3_AGBL2.positive.cells_Q_	2.901576946820329e-07	4.5609408529355393e-07	0.26232972547904876
Myeloid.cells	1.3030526681101262e-07	3.2501403426104115e-07	0.34423878711037637
Schwann.cells	6.635784586703597e-08	1.8138178673104777e-07	0.357239904370382
Lymphoid.cells	-6.847463733696268e-07	4.442744737342356e-06	0.5612451518017563
Lymphatic.endothelial.cells	-2.359976492209416e-08	1.5280921758964798e-07	0.5613683578947631
Vascular.endothelial.cells	-1.0025624178117707e-07	4.371225366267689e-07	0.5907034977600304
Heart_Unknown.10	-1.7029677959658823e-07	5.410055608536914e-07	0.6235349837036995
Erythroblasts	-1.0186602083543058e-07	2.722543251506391e-07	0.6458564609586688
Endocardial.cells	-2.516518944569774e-07	5.882791095830902e-07	0.6655930241251078
Cardiomyocytes	-9.031937096647765e-07	1.3121249617099906e-06	0.754381997712818
Smooth.muscle.cells	-3.294383308866575e-07	3.2164931983111867e-07	0.8471333325675969
