Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Cardiomyocytes_S_Vascular.endothelial.cells	8.349139816645367e-07	3.9972235031569425e-07	0.018365801404772897
Lymphatic.endothelial.cells	7.183591695905431e-07	5.917852678351108e-07	0.11239584994526347
Endocardial.cells	4.575451498952474e-06	5.061730274187055e-06	0.18301617362200268
Myeloid.cells	4.384984666226421e-07	5.047656659948353e-07	0.19250099659448144
Vascular.endothelial.cells	6.486776123130285e-07	7.974723934882881e-07	0.20798950415191353
Smooth.muscle.cells	4.949230201494821e-06	7.326981934554255e-06	0.24968540766953462
ELF3_AGBL2.positive.cells_Q_	1.1151067965823e-06	2.0689243116534664e-06	0.2949506657317422
Heart_Unknown.10	1.3163746195270111e-06	4.122426034100596e-06	0.37474179258965223
Erythroblasts	2.0734160243917982e-07	9.246993112331993e-07	0.4112907373609515
Epicardial.fat.cells	2.760546386049559e-08	2.063516815527462e-07	0.4467887773871887
Cardiomyocytes	-1.4459389013212588e-06	6.771735812121373e-07	0.9836299444896569
Schwann.cells	-6.484598770933408e-07	2.4602681556511473e-07	0.9958021555094042
Lymphoid.cells	-3.881636286301726e-06	1.106472649426682e-06	0.9997743553300704
